model,category,light,filename,question,ground_truth,prediction,is_correct
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_6960.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_7440.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_2160.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_15_frame_4770.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_2850.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_9600.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_2580.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_8_frame_1650.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_17_frame_2100.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,day,Sequence_Day_17_frame_2760.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_17_frame_2610.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_4770.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_2670.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_17_frame_3570.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_10470.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_11_frame_570.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_15_frame_1230.jpg,What is the traffic density?,Low,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_3270.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_6960.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_15_frame_2670.jpg,What time of day is it?,day,daytime,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_7110.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,day,Sequence_Day_14_frame_2910.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_2850.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_17_frame_4260.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_330.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_14340.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_4320.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_2280.jpg,What is the traffic density?,High,high,True
qwen2vl,Surrounding Description,day,Sequence_Day_17_frame_2850.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_3720.jpg,What time of day is it?,dusk/dawn,daytime.,False
qwen2vl,Surrounding Description,day,Sequence_Day_9_frame_2010.jpg,What is the traffic density?,Moderate,moderate,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_3180.jpg,What is the traffic density?,Moderate,moderate,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_6720.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_13020.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_8280.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_14_frame_3510.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_120.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_9_frame_4980.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_8100.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_9120.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_8310.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_14700.jpg,What time of day is it?,day,day,True
qwen2vl,Surrounding Description,day,Sequence_Day_8_frame_720.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_9_frame_660.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_180.jpg,What is the traffic density?,Moderate,moderate,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_600.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_11_frame_270.jpg,What is the traffic density?,High,high,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_12420.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_8370.jpg,What is the traffic density?,High,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_17_frame_3120.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_7200.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,day,Sequence_Day_14_frame_5220.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_7020.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_9_frame_2100.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_7080.jpg,What is the traffic density?,Low,moderate,False
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_2340.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_13_frame_5610.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_12900.jpg,What time of day is it?,day,daytime.,True
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_11040.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,day,Sequence_Day_18_frame_7380.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1080.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4920.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4290.jpg,What time of day is it?,day,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_9780.jpg,What is the traffic density?,Moderate,moderate,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_6930.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_3300.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_8310.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_3990.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_840.jpg,What time of day is it?,day,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_3810.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_11790.jpg,What is the traffic density?,High,high,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_3450.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_540.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_1320.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4920.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_5100.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_4740.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_4140.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_5700.jpg,What time of day is it?,day,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_2340.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_11880.jpg,What is the traffic density?,High,high,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_6990.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_3330.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_10020.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_5130.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_3720.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1050.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_2670.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_2280.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1050.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_0.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4440.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_5400.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_4200.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1740.jpg,What time of day is it?,day,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_6480.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_5070.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_9810.jpg,What is the traffic density?,Moderate,high,False
qwen2vl,Surrounding Description,night,Sequence_Night_13_frame_1380.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_1950.jpg,What is the traffic density?,Moderate,moderate,True
qwen2vl,Surrounding Description,night,Sequence_Night_13_frame_1380.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_810.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_5220.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_5130.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_1170.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1860.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_8670.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_6330.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_2880.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_30.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_3270.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_9810.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_2340.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_5310.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_6870.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_4980.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_1290.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_1350.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_1860.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_2340.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1920.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_2460.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_6570.jpg,What is the traffic density?,High,high,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_1560.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4770.jpg,What time of day is it?,day,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_2040.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4410.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_150.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4290.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_10800.jpg,What is the traffic density?,Moderate,moderate,True
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_8580.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1200.jpg,What time of day is it?,day,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4080.jpg,What is the traffic density?,High,high,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_3180.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_5010.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_1170.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_3750.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_10050.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_12090.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4530.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_2100.jpg,What time of day is it?,day,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_150.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_13_frame_1110.jpg,What is the traffic density?,Moderate,moderate,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_3120.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_3900.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_2160.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_6840.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_5010.jpg,What time of day is it?,night,night,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_3660.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_4950.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_5040.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_4530.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4050.jpg,What is the traffic density?,High,high,True
qwen2vl,Surrounding Description,night,Sequence_Night_8_frame_5130.jpg,What is the traffic density?,Low,low,True
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4380.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_3450.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_13_frame_30.jpg,What is the traffic density?,Moderate,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_16_frame_2580.jpg,What time of day is it?,dusk/dawn,night,False
qwen2vl,Surrounding Description,night,Sequence_Night_17_frame_4710.jpg,What is the traffic density?,High,low,False
qwen2vl,Surrounding Description,night,Sequence_Night_12_frame_11910.jpg,What time of day is it?,dusk/dawn,night,False
